STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,,REF_AREA,,SECTOR,,COUNTERPART_SECTOR,,ACCOUNTING_ENTRY,,TRANSACTION,,INSTR_ASSET,,EXPENDITURE,,UNIT_MEASURE,,VALUATION,,PRICE_BASE,,TRANSFORMATION,,TABLE_IDENTIFIER,,TIME_PERIOD,,OBS_VALUE,,COUNTERPART_AREA,,CONSOLIDATION,,REF_YEAR_PRICE,,CONF_STATUS,,DECIMALS,,OBS_STATUS,,UNIT_MULT,,CURRENCY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2004,,40650,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2004,,336248,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2004,,93617,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2004,,59114,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CZE,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2004,,220948,,_Z,,P,,,,F,,2,,A,,6,,CZK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CZE,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2004,,213683,,_Z,,P,,,,F,,2,,A,,6,,CZK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CZE,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2004,,1303245,,_Z,,P,,,,F,,2,,A,,6,,CZK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CZE,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2004,,365274,,_Z,,P,,,,F,,2,,A,,6,,CZK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CZE,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2004,,141748,,_Z,,P,,,,F,,2,,A,,6,,CZK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,DNK,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2004,,99844.52,,_Z,,P,,,,F,,2,,A,,6,,DKK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,DNK,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2004,,353119.99,,_Z,,P,,,,F,,2,,A,,6,,DKK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,DNK,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2004,,108575.97,,_Z,,P,,,,F,,2,,A,,6,,DKK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,DNK,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2004,,796952.95,,_Z,,P,,,,F,,2,,A,,6,,DKK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,DNK,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2004,,52102.14,,_Z,,P,,,,F,,2,,A,,6,,DKK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,51635,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,159957,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,29473,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,386344,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,SWE,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,199843,,_Z,,P,,,,F,,2,,A,,6,,SEK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,SWE,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,1457393,,_Z,,P,,,,F,,2,,A,,6,,SEK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,SWE,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2003,,184230,,_Z,,P,,,,F,,2,,A,,6,,SEK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,SWE,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,628076,,_Z,,P,,,,F,,2,,A,,6,,SEK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CHE,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,25989.96,,_Z,,P,,,,F,,2,,A,,6,,CHF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CHE,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,166723.01,,_Z,,P,,,,F,,2,,A,,6,,CHF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CHE,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,64778.1,,_Z,,P,,,,F,,2,,A,,6,,CHF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CHE,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,19310.38,,_Z,,P,,,,F,,2,,A,,6,,CHF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,CHE,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2003,,8979.03,,_Z,,P,,,,F,,2,,A,,6,,CHF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,GBR,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,488220,,_Z,,P,,,,F,,2,,A,,6,,GBP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,GBR,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,66610,,_Z,,P,,,,F,,2,,A,,6,,GBP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,GBR,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2003,,73102,,_Z,,P,,,,F,,2,,A,,6,,GBP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,GBR,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,34067,,_Z,,P,,,,F,,2,,A,,6,,GBP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,GBR,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,179576,,_Z,,P,,,,F,,2,,A,,6,,GBP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ROU,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,6992.8,,_Z,,P,,,,F,,2,,A,,6,,RON,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ROU,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,18572.3,,_Z,,P,,,,F,,2,,A,,6,,RON,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ROU,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2003,,6765.1,,_Z,,P,,,,F,,2,,A,,6,,RON,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ROU,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,9852.8,,_Z,,P,,,,F,,2,,A,,6,,RON,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ROU,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,65881,,_Z,,P,,,,F,,2,,A,,6,,RON,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,SWE,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,113474,,_Z,,P,,,,F,,2,,A,,6,,SEK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,USA,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2003,,725033.762,,_Z,,P,,,,F,,2,,A,,6,,USD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,USA,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2003,,4269521.366,,_Z,,P,,,,F,,2,,A,,6,,USD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,USA,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2003,,439769.065,,_Z,,P,,,,F,,2,,A,,6,,USD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,USA,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2003,,821226.94,,_Z,,P,,,,F,,2,,A,,6,,USD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,USA,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2003,,813020.561,,_Z,,P,,,,F,,2,,A,,6,,USD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,NOR,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,662835,,_Z,,P,,,,F,,2,,A,,6,,NOK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,NOR,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,1594664,,_Z,,P,,,,F,,2,,A,,6,,NOK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,NOR,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,175056,,_Z,,P,,,,F,,2,,A,,6,,NOK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,NOR,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,237390,,_Z,,P,,,,F,,2,,A,,6,,NOK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,NOR,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,179765,,_Z,,P,,,,F,,2,,A,,6,,NOK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,169724.23,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,1167815.4,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,184335.62,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,123271.62,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,330930.29,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISR,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,63961.061,,_Z,,P,,,,F,,2,,A,,6,,ILS,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISR,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,31783.498,,_Z,,P,,,,F,,2,,A,,6,,ILS,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISR,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,476901.736,,_Z,,P,,,,F,,2,,A,,6,,ILS,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISR,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,84233.51,,_Z,,P,,,,F,,2,,A,,6,,ILS,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISR,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,128865.02,,_Z,,P,,,,F,,2,,A,,6,,ILS,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,19703800,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,40832700,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,17959700,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,209998400,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,87041800,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,766019.41,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,81916.23,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,92471.76,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,309662.58,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,POL,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,86197.87,,_Z,,P,,,,F,,2,,A,,6,,PLN,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,1707466,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,2638557,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,1796039,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,16944306,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,5141301,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2016,,77129000,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2016,,527183900,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2016,,73519100,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2016,,118006800,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2016,,79551000,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2010,,1366052,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2010,,1607602,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2010,,1505109,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2010,,13416291,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,HUN,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2010,,4733788,,_Z,,P,,,,F,,2,,A,,6,,HUF,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,ISL,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2010,,121532.31,,_Z,,P,,,,F,,2,,A,,6,,ISK,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2010,,391488800,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2010,,49733700,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2010,,70863200,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2010,,69761100,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,KOR,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2010,,58755300,,_Z,,P,,,,F,,2,,A,,6,,KRW,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2010,,19221500,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2010,,36112500,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2010,,79788300,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2010,,198342200,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,JPN,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2010,,18203900,,_Z,,P,,,,F,,2,,A,,6,,JPY,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2010,,91128,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF04,,XDC,,S,,V,,N,,T1100,,2010,,63311,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,_T,,XDC,,S,,V,,N,,T1100,,2010,,536275,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2010,,136256,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,AUS,,S13,,_Z,,D,,OTE,,_Z,,GF07,,XDC,,S,,V,,N,,T1100,,2010,,96832,,_Z,,P,,,,F,,2,,A,,6,,AUD,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,COL,,S13,,_Z,,D,,OTE,,_Z,,GF09,,XDC,,S,,V,,N,,T1100,,2010,,18150000,,_Z,,P,,,,F,,2,,A,,6,,COP,
DATAFLOW,OECD.SDD.NAD:DSD_NASEC10@DF_TABLE11(1.1),,I,A,,COL,,S13,,_Z,,D,,OTE,,_Z,,GF10,,XDC,,S,,V,,N,,T1100,,2010,,50566000,,_Z,,P,,,,F,,2,,A,,6,,COP,
